director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Mohit Suri,Aditya Roy Kapur,Shraddha Kapoor,Shaad Randhawa[41],Musical/Romance,aashiqui 2,Aditya Roy Kapur Shraddha Kapoor Shaad Randhawa[41] Mohit Suri Musical/Romance
Rajesh Bachchani,Hussain Kuwajerwala,Paresh Ganatra,Anjali Patil[42],Thriller,shree,Hussain Kuwajerwala Paresh Ganatra Anjali Patil[42] Rajesh Bachchani Thriller
Sanjay Gupta,John Abraham,Anil Kapoor,Ronit Roy,Crime/Thriller,shootout at wadala,John Abraham Anil Kapoor Ronit Roy Sanjay Gupta Crime/Thriller
"Anurag Kashyap, Karan Johar, Zoya Akhtar, Dibakar Banerjee",Rani Mukerji,Nawazuddin Siddiqui,Randeep Hooda,Anthology,bombay talkies,"Rani Mukerji Nawazuddin Siddiqui Randeep Hooda Anurag Kashyap, Karan Johar, Zoya Akhtar, Dibakar Banerjee Anthology"
Rajiv Chilaka,nan,unknown,unknown,Children/Animation,chhota bheem and the throne of bali,nan unknown unknown Rajiv Chilaka Children/Animation
Puneet Agarwal,Rozlyn Khan,unknown,unknown,Adult Animation,savita bhabhi,Rozlyn Khan unknown unknown Puneet Agarwal Adult Animation
"Raj Nidimoru, Krishna D.K.",Saif Ali Khan,Kunal Khemu,Vir Das,Zombie Comedy,go goa gone,"Saif Ali Khan Kunal Khemu Vir Das Raj Nidimoru, Krishna D.K. Zombie Comedy"
Sonam Nair,Riya Vij,Divya Dutta,Taaha Shah[48],Coming of age,gippi,Riya Vij Divya Dutta Taaha Shah[48] Sonam Nair Coming of age
Atul Sabharwal,Arjun Kapoor,Prithviraj Sukumaran,Jackie Shroff,Drama/Action,aurangzeb,Arjun Kapoor Prithviraj Sukumaran Jackie Shroff Atul Sabharwal Drama/Action
Amit Kasaria,Ruslaan Mumtaz,Chetna Pande[50],unknown,Romantic Drama,i don't luv u,Ruslaan Mumtaz Chetna Pande[50] unknown Amit Kasaria Romantic Drama
Krishna Mishra,Vikas Shrivastav,Maan Singh Deep,Mangal Singh,Drama,beehad - the ravines,Vikas Shrivastav Maan Singh Deep Mangal Singh Krishna Mishra Drama
Prem Raj,Preity Zinta,Rhehan Malliek,Isabelle Adjani[51],Romance,ishkq in paris,Preity Zinta Rhehan Malliek Isabelle Adjani[51] Prem Raj Romance
Jyotin Goel,Adah Sharma,Dev Goel,Sanjay Dutt,Romantic comedy,hum hai raahi car ke,Adah Sharma Dev Goel Sanjay Dutt Jyotin Goel Romantic comedy
Rajiv S. Ruia,Riya Sen,Rajan Verma,Veena Malik,Adult/Social,zindagi 50-50,Riya Sen Rajan Verma Veena Malik Rajiv S. Ruia Adult/Social
Ayan Mukerji,Ranbir Kapoor,Deepika Padukone,Aditya Roy Kapur,Romantic comedy,yeh jawaani hai deewani,Ranbir Kapoor Deepika Padukone Aditya Roy Kapur Ayan Mukerji Romantic comedy
Sangeeth Sivan,Dharmendra,Sunny Deol,Bobby Deol,Comedy/Action,yamla pagla deewana 2,Dharmendra Sunny Deol Bobby Deol Sangeeth Sivan Comedy/Action
Mrigdeep Singh Lamba,Pulkit Samrat,Manjot Singh,Ali Fazal,Comedy/Thriller,fukrey,Pulkit Samrat Manjot Singh Ali Fazal Mrigdeep Singh Lamba Comedy/Thriller
Suhail Tatari,Kay Kay Menon,Paoli Dam,Arjun Mathur,Thriller,ankur arora murder case,Kay Kay Menon Paoli Dam Arjun Mathur Suhail Tatari Thriller
Anand L. Rai,Dhanush,Sonam Kapoor,Abhay Deol,Romance,raanjhanaa,Dhanush Sonam Kapoor Abhay Deol Anand L. Rai Romance
Ashu Trikha,Mithun Chakraborty,Sunil Shetty,Mahakshay Chakraborty,Action,enemmy,Mithun Chakraborty Sunil Shetty Mahakshay Chakraborty Ashu Trikha Action
Susi Ganeshan,Neil Nitin Mukesh,Ameesha Patel,Puja Gupta[60],Romantic Thriller,shortcut romeo,Neil Nitin Mukesh Ameesha Patel Puja Gupta[60] Susi Ganeshan Romantic Thriller
Salar Sheikh,Rajpal Yadav,Govind Namdeo,Pratima Kazmi,Comedy/Drama,hai golmaal in white house,Rajpal Yadav Govind Namdeo Pratima Kazmi Salar Sheikh Comedy/Drama
Rajkumar Gupta,Emraan Hashmi,Vidya Balan,Rajesh Sharma[61],Comedy/Thriller,ghanchakkar,Emraan Hashmi Vidya Balan Rajesh Sharma[61] Rajkumar Gupta Comedy/Thriller
Vikramaditya Motwane,Ranveer Singh,Sonakshi Sinha[62],unknown,"Romance, Thriller",lootera,"Ranveer Singh Sonakshi Sinha[62] unknown Vikramaditya Motwane Romance, Thriller"
K. S. Ravikumar,Sanjay Dutt,Prakash Raj,Om Puri,Action,policegiri,Sanjay Dutt Prakash Raj Om Puri K. S. Ravikumar Action
Rakeysh Omprakash Mehra,Farhan Akhtar,Sonam Kapoor,Divya Dutta,Biographical,bhaag milkha bhaag,Farhan Akhtar Sonam Kapoor Divya Dutta Rakeysh Omprakash Mehra Biographical
Raj Purohit,Izabelle Leite,Darshan Jariwala,Wamiqa Gabbi,Drama,sixteen,Izabelle Leite Darshan Jariwala Wamiqa Gabbi Raj Purohit Drama
Ajay Bahl,Shilpa Shukla,Shadab Kamal,Rajesh Sharma[66],Drama,b.a. pass,Shilpa Shukla Shadab Kamal Rajesh Sharma[66] Ajay Bahl Drama
Amit Vats,Raj Kumar Yadav,Anshuman Jha,Divya Dutta,Comedy,boyss toh boyss hain,Raj Kumar Yadav Anshuman Jha Divya Dutta Amit Vats Comedy
Prabhudeva,Girish Kumar,Shruti Haasan[68],unknown,Rom-Com,ramaiya vastavaiya,Girish Kumar Shruti Haasan[68] unknown Prabhudeva Rom-Com
Nikhil Advani,Arjun Rampal,Rishi Kapoor,Shruti Haasan,"Action, Drama",d day,"Arjun Rampal Rishi Kapoor Shruti Haasan Nikhil Advani Action, Drama"
Anand Gandhi,Aida Al-Khashef,Niraj Kabi,Sohum Shah,Experimental,ship of theseus,Aida Al-Khashef Niraj Kabi Sohum Shah Anand Gandhi Experimental
Manish Tiwary,Prateik Babbar,Amyra Dastur,Rajeshwari Sachdev,"Romance, Drama",issaq,"Prateik Babbar Amyra Dastur Rajeshwari Sachdev Manish Tiwary Romance, Drama"
Shashant Shah,Vinay Pathak,Ranvir Shorey,Ravi Kishan,Comedy,bajatey raho,Vinay Pathak Ranvir Shorey Ravi Kishan Shashant Shah Comedy
Joe Rajan,Tanuj Virwani,Neha Hinge[73],unknown,Romance,luv u soniyo,Tanuj Virwani Neha Hinge[73] unknown Joe Rajan Romance
Amit Saxena,Poonam Pandey,Shivam,Ranbir Chakma[74],"Erotic, Thriller",nasha,"Poonam Pandey Shivam Ranbir Chakma[74] Amit Saxena Erotic, Thriller"
Amrit Sagar Chopra,Arshad Warsi,Akash Chopra,Paresh Rawal[75],Comedy,rabba main kya karoon,Arshad Warsi Akash Chopra Paresh Rawal[75] Amrit Sagar Chopra Comedy
K. Rajesh,Deepak Dobriyal,Anshul Kataria,Priya Bathija,Comedy,chor chor super chor,Deepak Dobriyal Anshul Kataria Priya Bathija K. Rajesh Comedy
Dinesh P. Bhonsle,Rituparna Sengupta,Priyanshu Chatterjee,Raghubir Yadav,"Thriller, Drama",calapor,"Rituparna Sengupta Priyanshu Chatterjee Raghubir Yadav Dinesh P. Bhonsle Thriller, Drama"
Joy Mukherjee,Joy Mukherjee,Waheeda Rehman,Rehman,Romance,love in bombay,Joy Mukherjee Waheeda Rehman Rehman Joy Mukherjee Romance
Rohit Shetty,Shah Rukh Khan,Deepika Padukone[79],unknown,"Comedy, Action",chennai express,"Shah Rukh Khan Deepika Padukone[79] unknown Rohit Shetty Comedy, Action"
Milan Luthria,Akshay Kumar,Imran Khan,Sonakshi Sinha,"Crime, Romance",once upon ay time in mumbai dobaara!,"Akshay Kumar Imran Khan Sonakshi Sinha Milan Luthria Crime, Romance"
Shoojit Sircar,John Abraham,Nargis Fakhri,unknown,"Drama, Spy",madras cafe,"John Abraham Nargis Fakhri unknown Shoojit Sircar Drama, Spy"
Prakash Jha,Amitabh Bachchan,Ajay Devgn,Kareena Kapoor,Political Thriller,satyagraha,Amitabh Bachchan Ajay Devgn Kareena Kapoor Prakash Jha Political Thriller
Apoorva Lakhia,Ram Charan,Priyanka Chopra,Sanjay Dutt,"Action, Thriller",zanjeer,"Ram Charan Priyanka Chopra Sanjay Dutt Apoorva Lakhia Action, Thriller"
Maneesh Sharma,Sushant Singh Rajput,Parineeti Chopra,Vaani Kapoor,Romance,shuddh desi romance,Sushant Singh Rajput Parineeti Chopra Vaani Kapoor Maneesh Sharma Romance
Karan Kashyap,Avinash Bhargava,Leena,Samarth Chaturvedi,Comedy,zindagi jalebi,Avinash Bhargava Leena Samarth Chaturvedi Karan Kashyap Comedy
Richie Mehta,Rajesh Tailang,unknown,unknown,Drama,siddharth,Rajesh Tailang unknown unknown Richie Mehta Drama
Indra Kumar,Riteish Deshmukh,Vivek Oberoi,Aftab Shivdasani,Adult Comedy,grand masti,Riteish Deshmukh Vivek Oberoi Aftab Shivdasani Indra Kumar Adult Comedy
Ahishor Solomon,Naseeruddin Shah,Randeep Hooda[85],unknown,Thriller,john day,Naseeruddin Shah Randeep Hooda[85] unknown Ahishor Solomon Thriller
Ayush Raina,Karan Kundra,Nishant Singh Malkani,Ravish Desai,Horror,horror story,Karan Kundra Nishant Singh Malkani Ravish Desai Ayush Raina Horror
Rajkumar Santoshi,Shahid Kapoor,Ileana D'Cruz,Parul Yadav,"Rom Com, Action",phata poster nikhla hero,"Shahid Kapoor Ileana D'Cruz Parul Yadav Rajkumar Santoshi Rom Com, Action"
Ritesh Batra,Irrfan Khan,Nawazuddin Siddiqui,Bharati Achrekar[88],Drama,the lunchbox,Irrfan Khan Nawazuddin Siddiqui Bharati Achrekar[88] Ritesh Batra Drama
Gurmmeet Singh,Santosh Barmola,Suzana Rodrigues,Manjari Fadnis,Thriller,warning,Santosh Barmola Suzana Rodrigues Manjari Fadnis Gurmmeet Singh Thriller
Jaideep Chopra,Sumeet Nijhawan,Mona Wasu,Pankaj Tripathi,Suspense Thriller,maazii,Sumeet Nijhawan Mona Wasu Pankaj Tripathi Jaideep Chopra Suspense Thriller
Ashish R Shukla,Chandan Roy Sanyal,Elena Kazan,Arfi Lamba,"Psychological Thriller, Romance",prague,"Chandan Roy Sanyal Elena Kazan Arfi Lamba Ashish R Shukla Psychological Thriller, Romance"
Navin Batra,Veena Malik,Ashmit Patel,Jackie Shroff[92],Drama,super model,Veena Malik Ashmit Patel Jackie Shroff[92] Navin Batra Drama
Abhinav Kashyap,Ranbir Kapoor,Pallavi Sharda,Rishi Kapoor,Comedy/Action,besharam,Ranbir Kapoor Pallavi Sharda Rishi Kapoor Abhinav Kashyap Comedy/Action
Faraz Haider,Sharman Joshi,Javed Jaffrey,Soha Ali Khan,War comedy,war chhod na yaar,Sharman Joshi Javed Jaffrey Soha Ali Khan Faraz Haider War comedy
Shuja Ali,Ali Fazal,Gulshan Grover,Anisa[95],Comedy,baat bann gayi,Ali Fazal Gulshan Grover Anisa[95] Shuja Ali Comedy
Monish Kaushal,Nisha Triloki,Rajender Thakur,Gopal Thakur[96],Drama,ekk thee sanam,Nisha Triloki Rajender Thakur Gopal Thakur[96] Monish Kaushal Drama
Aziz Sejawal,Arya Babbar,Prosenjit Chatterjee,Sayantika Banerjee,Crime,paapi - ek satya katha,Arya Babbar Prosenjit Chatterjee Sayantika Banerjee Aziz Sejawal Crime
Anthony D'Souza,Akshay Kumar,Mithun Chakraborty,Danny Denzongpa,Masala,boss,Akshay Kumar Mithun Chakraborty Danny Denzongpa Anthony D'Souza Masala
Hansal Mehta,Rajkummar Rao,Tigmanshu Dhulia,Kay Kay Menon,Drama/Biography,shahid,Rajkummar Rao Tigmanshu Dhulia Kay Kay Menon Hansal Mehta Drama/Biography
Babloo Seshadri,Chirag Patil,Sai Tamhankar,Manoj Joshi,Political/Drama,wake up india,Chirag Patil Sai Tamhankar Manoj Joshi Babloo Seshadri Political/Drama
Apurv Bajpai,Rohan Jardosh,Saurabh Singh,Gunjan Vyas,Crime/Drama,amdavad junction,Rohan Jardosh Saurabh Singh Gunjan Vyas Apurv Bajpai Crime/Drama
Ashish Tyagi,Darshan Jariwala,Neena Kulkarni,Yashpal Sharma,Crime,dilli gang,Darshan Jariwala Neena Kulkarni Yashpal Sharma Ashish Tyagi Crime
Saurabh Varma,Manish Paul,Elli Avram,Varun Badola,Comedy/Thriller,mickey virus,Manish Paul Elli Avram Varun Badola Saurabh Varma Comedy/Thriller
Anish Khanna,Rajeev Khandelwal,Rayo Bakhirta,Neha Ahuja,Romance,ishk actually,Rajeev Khandelwal Rayo Bakhirta Neha Ahuja Anish Khanna Romance
Shekhar Ghosh,Vir Das,Kirti Kulhari,Gulshan Grover,Comedy,sooper se ooper,Vir Das Kirti Kulhari Gulshan Grover Shekhar Ghosh Comedy
Rakesh Roshan,Hrithik Roshan,Priyanka Chopra,Kangana Ranaut,Superhero,krrish 3,Hrithik Roshan Priyanka Chopra Kangana Ranaut Rakesh Roshan Superhero
Ram Gopal Varma,Puneet Singh Ratn,"Anaika Soti,[107] Mahesh Thakur","Aradhna Gupta,[108][109] Raj Premi",Crime,satya 2,"Puneet Singh Ratn Anaika Soti,[107] Mahesh Thakur Aradhna Gupta,[108][109] Raj Premi Ram Gopal Varma Crime"
Vishwas Patil,Kangana Ranaut,Paras Arora,Mahesh Manjrekar,Romance,rajjo,Kangana Ranaut Paras Arora Mahesh Manjrekar Vishwas Patil Romance
Sanjay Leela Bhansali,Ranveer Singh,Deepika Padukone,Richa Chadda,Romance/Drama,goliyon ki raasleela ram-leela,Ranveer Singh Deepika Padukone Richa Chadda Sanjay Leela Bhansali Romance/Drama
Santosh K. Gupta,Suraj K. Shah,J. B. Rana,Dipanshi,Drama,kaand: black scandal,Suraj K. Shah J. B. Rana Dipanshi Santosh K. Gupta Drama
Punit Malhotra,Imran Khan,Kareena Kapoor,Shraddha Kapoor,Romance/Comedy,gori tere pyaar mein,Imran Khan Kareena Kapoor Shraddha Kapoor Punit Malhotra Romance/Comedy
Anil Sharma,Sunny Deol,Amrita Rao,Johny Lever,Action,singh saab the great,Sunny Deol Amrita Rao Johny Lever Anil Sharma Action
Tigmanshu Dhulia,Saif Ali Khan,Sonakshi Sinha,Jimmy Sheirgill,Comedy/Crime/Romance,bullett raja,Saif Ali Khan Sonakshi Sinha Jimmy Sheirgill Tigmanshu Dhulia Comedy/Crime/Romance
Prabhudeva,Shahid Kapoor,Sonakshi Sinha,Sonu Sood,Action/Romance,r... rajkumar,Shahid Kapoor Sonakshi Sinha Sonu Sood Prabhudeva Action/Romance
Kaizad Gustad,Sachiin J Joshi,Naseeruddin Shah,Sunny Leone[116],Thriller/Comedy,jackpot,Sachiin J Joshi Naseeruddin Shah Sunny Leone[116] Kaizad Gustad Thriller/Comedy
Gurmmet Singh,Dimple Kapadia,Manu Rishi,Manjot Singh,Drama,what the fish,Dimple Kapadia Manu Rishi Manjot Singh Gurmmet Singh Drama
Vijay Krishna Acharya,Aamir Khan,Abhishek Bachchan,Katrina Kaif,Action,dhoom 3,Aamir Khan Abhishek Bachchan Katrina Kaif Vijay Krishna Acharya Action
